ID,degree_centrality,closeness_centrality,betweenness_centrality,current_flow_closeness,current_flow_betweenness,eigenvector_centrality,load_centrality,subgraph_centrality,harmonic_centrality,communicability_betweenness,laplacian_centrality
195657825,0.2328458942632171,0.31435643564356436,0.40128978810081173,0.0007871234673797715,0.4056093495069774,0.022148144239272447,0.40128978810081173,1107771.8615231023,396.0666666666644,0.40302286837939905,0.23
14670871,0.0011248593925759281,0.23923573735199138,0.0,0.00046329569550781536,1.2816972908653092e-16,0.0011097277583974317,0.0,4826.113496045208,250.56666666666615,0.003108200796153947,0.0011111111111111111
81247262,0.0022497187851518562,0.37797619047619047,0.05817009360316377,0.0006409097631920586,0.05910325398514387,0.0365047354876257,0.05817009360316377,624668.4018297523,373.41666666666663,0.07863638973367011,0.0022222222222222222
225795116,0.0011248593925759281,0.23923573735199138,0.0,0.00046329569550781547,0.0,0.0011097277583974317,0.0,4826.113496045105,250.56666666666615,0.0031082007961547157,0.0011111111111111111
194923584,0.0011248593925759281,0.23923573735199138,0.0,0.0004632956955078155,0.0,0.0011097277583974317,0.0,4826.113496045188,250.56666666666615,0.003108200796154536,0.0011111111111111111
193256517,0.0011248593925759281,0.23923573735199138,0.0,0.00046329569550781564,0.0,0.0011097277583974317,0.0,4826.113496045197,250.56666666666615,0.0031082007961547773,0.0011111111111111111
182873170,0.0011248593925759281,0.23923573735199138,0.0,0.00046329569550781564,0.0,0.0011097277583974317,0.0,4826.1134960451955,250.56666666666615,0.0031082007961546086,0.0011111111111111111
22535251,0.0011248593925759281,0.23923573735199138,0.0,0.00046329569550781574,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.0031082007961546537,0.0011111111111111111
198233173,0.0011248593925759281,0.23923573735199138,0.0,0.00046329569550781585,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.00310820079615408,0.0011111111111111111
204655705,0.0011248593925759281,0.23923573735199138,0.0,0.00046329569550781585,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.003108200796154406,0.0011111111111111111
205233254,0.0022497187851518562,0.37797619047619047,0.05817009360316377,0.0006409097631920601,0.059103253985144065,0.0365047354876257,0.05817009360316377,624668.40182973,373.41666666666663,0.07863638973367049,0.0022222222222222222
228998249,0.0011248593925759281,0.23923573735199138,0.0,0.000463295695507816,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.0031082007961546207,0.0011111111111111111
14486634,0.0011248593925759281,0.23923573735199138,0.0,0.000463295695507816,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.0031082007961545813,0.0011111111111111111
104160362,0.0011248593925759281,0.23923573735199138,0.0,0.000463295695507816,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.003108200796154898,0.0011111111111111111
231320697,0.0011248593925759281,0.23923573735199138,0.0,0.000463295695507816,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.0031082007961545683,0.0011111111111111111
134601852,0.0011248593925759281,0.23923573735199138,0.0,0.000463295695507816,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.0031082007961545604,0.0011111111111111111
206261374,0.0011248593925759281,0.23923573735199138,0.0,0.000463295695507816,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.003108200796154656,0.0011111111111111111
208813186,0.0011248593925759281,0.23923573735199138,0.0,0.000463295695507816,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.0031082007961546524,0.0011111111111111111
220028036,0.0011248593925759281,0.23923573735199138,0.0,0.000463295695507816,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.0031082007961546645,0.0011111111111111111
146791582,0.0011248593925759281,0.23923573735199138,0.0,0.0004632956955078161,0.0,0.0011097277583974317,0.0,4826.113496045195,250.56666666666615,0.0031082007961546645,0.0011111111111111111
