timestep,node,type
3,156270502,crowd
3,192032680,crowd
3,130158522,crowd
3,188190655,crowd
3,230285247,crowd
3,230969285,crowd
3,225226693,crowd
3,200548296,crowd
3,188530638,crowd
3,227524561,crowd
3,188010474,crowd
3,216489965,crowd
3,6758382,crowd
3,11149295,crowd
3,202424309,crowd
3,233426938,crowd
3,209453152,influencer
3,128991232,crowd
3,146040842,crowd
3,188194830,crowd
3,226779164,crowd
3,137420832,crowd
3,140965932,crowd
3,211365934,crowd
3,201822256,crowd
3,98742322,crowd
3,20238391,crowd
3,199290936,crowd
3,215619639,crowd
3,13547579,crowd
3,199602237,crowd
3,14532681,crowd
3,188297294,crowd
3,21563471,crowd
3,156086352,crowd
3,187254868,crowd
3,38506582,crowd
3,56997982,crowd
3,9105503,crowd
3,221423715,crowd
3,7485542,crowd
3,148211832,crowd
3,12505220,crowd
3,190939281,crowd
3,81924252,crowd
3,95860892,crowd
3,187639969,crowd
3,2179235,crowd
3,198066340,crowd
3,129122472,crowd
3,12925101,crowd
3,202119345,crowd
3,207370422,crowd
3,191758521,crowd
3,82284732,crowd
3,29532352,crowd
3,10758349,crowd
3,216723661,crowd
3,43573462,crowd
3,203055322,crowd
3,220555487,crowd
3,174031072,crowd
3,210137314,crowd
3,33155302,crowd
3,14051566,crowd
3,224954611,crowd
3,159654132,crowd
3,1962233,crowd
3,189401341,crowd
3,208840957,crowd
3,208066820,crowd
3,217663750,crowd
3,10066189,crowd
3,208083240,crowd
3,187572521,crowd
3,209099058,crowd
3,6961459,crowd
3,210807107,crowd
3,203192644,crowd
3,188348741,crowd
3,198117708,crowd
3,109089102,crowd
3,185532751,crowd
3,8921426,crowd
3,191512916,crowd
3,37118292,crowd
3,213901653,crowd
3,174057822,crowd
3,191220068,crowd
3,45298022,crowd
3,13678954,crowd
3,7559534,crowd
3,15284591,crowd
3,215179635,crowd
3,194742643,crowd
3,191621498,crowd
3,211190144,crowd
3,5173635,crowd
3,28608902,crowd
3,93983122,crowd
3,207499677,crowd
3,228370847,crowd
3,41855402,crowd
3,146112942,crowd
3,210649524,crowd
3,635319,crowd
3,13273531,crowd
3,5579198,crowd
3,220297664,crowd
3,8079808,crowd
3,71424452,crowd
3,150907332,crowd
3,6603223,crowd
3,208253400,crowd
3,10553819,crowd
3,229693920,crowd
3,209660386,crowd
3,190761456,crowd
3,130988532,crowd
3,205535742,crowd
3,13687304,crowd
3,226310667,crowd
3,64455192,crowd
3,226128410,crowd
3,207583772,crowd
3,32809502,crowd
3,224336417,crowd
3,195951151,crowd
3,125274672,crowd
3,53516852,crowd
3,211006026,crowd
3,233859668,crowd
3,110832222,crowd
3,137261662,crowd
3,195301990,crowd
3,212243049,crowd
3,179884652,crowd
3,227414637,crowd
3,222288505,crowd
3,212054650,crowd
3,177009282,crowd
3,209447556,crowd
3,229831302,crowd
3,85715592,crowd
3,13582987,crowd
3,11416204,crowd
3,184586892,crowd
3,200790668,crowd
3,8473236,crowd
3,201800343,crowd
3,33198752,crowd
3,121705122,crowd
3,195574437,crowd
3,4602540,crowd
3,57041582,crowd
3,181531312,crowd
3,183556787,crowd
3,9702068,crowd
3,44927672,crowd
3,228682424,crowd
3,223312572,crowd
3,196725445,crowd
3,58950342,crowd
3,207563463,crowd
3,12229328,crowd
3,109826772,crowd
3,195654361,crowd
3,9745115,crowd
3,13501170,crowd
3,161561332,crowd
3,205257465,crowd
3,137411322,crowd
3,33628922,crowd
3,207788795,crowd
3,203281152,crowd
3,227480320,crowd
3,209216260,crowd
3,12757769,crowd
3,99924752,crowd
3,40221462,crowd
3,213568281,crowd
3,200735518,crowd
3,223910698,crowd
3,41954092,crowd
3,212038445,crowd
3,198380339,crowd
3,6765365,crowd
3,11221820,crowd
3,149975872,crowd
3,226437965,crowd
3,222712658,crowd
3,9278294,crowd
3,223738717,crowd
3,223646557,crowd
3,47618912,crowd
3,216267622,crowd
3,210561896,crowd
3,227869544,crowd
3,10234731,crowd
3,207401844,crowd
3,131523452,crowd
3,192033663,crowd
3,119628682,crowd
3,98198412,crowd
3,189633429,crowd
3,216955806,crowd
3,33659822,crowd
3,202787758,crowd
3,13702065,crowd
3,216421300,crowd
3,233675700,crowd
3,14390209,crowd
3,190026711,crowd
3,229188569,crowd
3,208350173,crowd
3,51485662,crowd
3,229692381,crowd
3,4088809,crowd
3,38591482,crowd
3,208176128,crowd
3,140274692,crowd
3,193248264,crowd
3,91626512,crowd
3,198188049,crowd
3,111592472,crowd
3,190147610,crowd
3,213568542,crowd
3,204524586,crowd
3,7726130,crowd
3,3380276,crowd
3,205704257,crowd
3,154920002,crowd
3,14160964,crowd
3,124310602,crowd
3,81970252,crowd
3,206296158,crowd
3,9340001,crowd
3,126323812,crowd
3,185422955,crowd
3,184792175,crowd
3,201774191,crowd
3,10083446,crowd
3,72379512,crowd
3,100099192,crowd
3,59892862,crowd
3,221385858,crowd
3,215876742,crowd
3,216034438,crowd
3,205677713,crowd
3,198067348,crowd
3,83029142,crowd
3,183223448,crowd
3,192965786,crowd
3,49743012,crowd
3,13667508,crowd
3,229717183,crowd
3,183297218,crowd
3,207287492,crowd
3,209407174,crowd
3,45178062,crowd
3,213200089,crowd
3,81196252,crowd
3,185591004,crowd
3,189574367,crowd
3,35218662,crowd
3,212577516,crowd
3,58756332,crowd
3,5985520,crowd
3,195757297,crowd
3,235689203,crowd
3,82238712,crowd
3,218975482,crowd
3,103496962,crowd
3,152786182,crowd
3,46486792,crowd
3,220902665,crowd
3,225555724,crowd
3,115037452,crowd
3,207265038,crowd
3,161041682,crowd
3,191966482,crowd
3,220867862,crowd
3,3710232,crowd
3,188527897,crowd
3,190717209,crowd
3,182574366,crowd
3,205874466,crowd
3,53695782,crowd
3,190055719,crowd
3,10716469,crowd
3,43871542,crowd
3,188671296,crowd
3,221259073,crowd
3,212770120,crowd
3,218062154,crowd
3,58619242,crowd
3,28245362,crowd
3,14173571,crowd
3,211363204,crowd
3,11462026,crowd
3,202597783,crowd
3,207420826,crowd
3,3614107,crowd
3,212108700,crowd
3,11742625,crowd
3,197066151,crowd
3,35235252,crowd
3,9831878,crowd
3,8979910,crowd
3,10743245,crowd
3,140103122,crowd
3,96869842,crowd
3,113362402,crowd
3,9999847,crowd
3,118484462,crowd
3,216780271,crowd
3,8809972,crowd
3,216927741,crowd
3,205954558,crowd
3,11107841,crowd
3,210818574,crowd
3,113655312,crowd
3,208352792,crowd
3,10055195,crowd
3,224165408,crowd
3,208188965,crowd
3,208389674,crowd
3,229418539,crowd
3,9043499,crowd
3,208125485,crowd
3,182763054,crowd
3,58682932,crowd
3,225949237,crowd
3,209432118,crowd
3,206624315,crowd
3,195288637,crowd
3,206282306,crowd
3,223348295,crowd
3,211621454,crowd
3,2573903,crowd
3,216186447,crowd
3,199104094,crowd
3,41473632,crowd
3,34633322,crowd
3,211377778,crowd
3,104091252,crowd
3,70403712,crowd
3,233387655,crowd
3,179019412,crowd
3,183015093,crowd
3,198399671,crowd
3,9475768,crowd
3,187025081,crowd
3,9422523,crowd
3,17319611,crowd
3,219764412,crowd
3,4720318,crowd
3,204097214,crowd
3,227530431,crowd
3,188589763,crowd
3,209360581,crowd
3,32671432,crowd
3,50452172,crowd
3,74272472,crowd
3,161847002,crowd
3,62662372,crowd
3,9455335,crowd
3,217476844,crowd
3,211400429,crowd
3,10514162,crowd
3,10878718,crowd
3,189431560,crowd
3,28294922,crowd
3,6055703,crowd
3,177731352,crowd
3,202919711,crowd
3,221724454,crowd
3,204318533,crowd
3,31901512,crowd
3,1726285,crowd
3,221830992,crowd
3,72367952,crowd
3,13614935,crowd
3,11173720,crowd
3,224483168,crowd
3,221437801,crowd
3,186247021,crowd
3,190076793,crowd
3,183119747,crowd
3,5166997,crowd
3,211611544,crowd
3,110905242,crowd
3,5838751,crowd
3,198309808,crowd
3,214323124,crowd
3,13260727,crowd
3,137230272,crowd
3,238696387,crowd
3,192419782,crowd
3,216092618,crowd
3,45002702,crowd
3,206280668,crowd
3,237311969,crowd
3,187496418,crowd
3,8869875,crowd
3,226897907,crowd
3,196614133,crowd
3,195569654,crowd
3,217679870,crowd
3,228655199,influencer
3,210011139,crowd
3,213008387,crowd
3,13018119,crowd
3,30936082,crowd
3,26706942,crowd
3,227805212,crowd
3,172136492,crowd
3,205502516,crowd
3,206590005,crowd
3,149104712,crowd
3,3834957,crowd
3,53054542,crowd
3,53452882,crowd
3,21489751,crowd
3,93765722,crowd
3,184029284,crowd
3,100333672,crowd
3,14631019,crowd
3,202105967,crowd
3,97593462,crowd
3,10575998,crowd
3,4695167,crowd
3,48947332,crowd
3,224332940,crowd
3,188179597,crowd
3,106513552,crowd
3,7631008,crowd
3,189350049,crowd
3,197068964,crowd
3,188534952,crowd
3,185881770,crowd
3,7599276,crowd
3,155052242,crowd
3,185407708,crowd
3,205196518,crowd
3,207298792,crowd
3,208853225,crowd
3,190211306,crowd
3,185439469,crowd
3,178011382,crowd
3,197934327,crowd
3,66358532,crowd
3,201497860,crowd
3,9611536,crowd
3,207293721,crowd
3,11778333,crowd
3,20531501,crowd
3,198499631,crowd
3,207854895,crowd
3,195896627,crowd
3,190896444,crowd
3,205576520,crowd
3,16136521,crowd
3,184530249,crowd
3,213226825,crowd
3,229030228,crowd
3,205933914,crowd
3,223569254,crowd
3,199930215,crowd
3,227770731,crowd
3,182531437,crowd
3,194629997,crowd
3,150039922,crowd
3,206922099,crowd
3,73959802,crowd
3,7227770,crowd
3,185576827,crowd
3,189671808,crowd
3,83808642,crowd
3,214078851,crowd
3,190044564,crowd
3,203912599,crowd
3,13587871,crowd
3,218064297,crowd
3,144590252,crowd
3,12098992,crowd
3,25185712,crowd
3,185471408,crowd
3,227981745,crowd
3,182997429,crowd
3,61238712,crowd
3,6779322,crowd
3,198894011,crowd
3,101674432,crowd
3,59738562,crowd
3,14621123,crowd
3,219462083,crowd
3,230279623,crowd
3,123283912,crowd
3,213028297,crowd
3,183783884,crowd
3,220831181,crowd
3,28045782,crowd
3,192668123,crowd
3,12394991,crowd
3,211479025,crowd
3,215293429,crowd
3,201647608,crowd
3,202684920,crowd
3,189837818,crowd
3,198733304,crowd
3,229115387,crowd
3,14105085,crowd
3,63998462,crowd
3,14607883,crowd
3,186378767,crowd
3,59475472,crowd
3,57803282,crowd
3,8403475,crowd
3,9124374,crowd
3,220768796,crowd
3,14415392,crowd
3,218470947,crowd
3,182751789,crowd
3,29493812,crowd
3,161786432,crowd
3,214146636,crowd
3,216018514,crowd
3,10596950,crowd
3,73895512,crowd
3,15298141,crowd
3,191098462,crowd
3,183423583,crowd
3,196945510,crowd
3,179364462,crowd
3,176407152,crowd
3,199012976,crowd
3,186662514,crowd
3,195203706,crowd
3,108678782,crowd
3,199842432,crowd
3,9795205,crowd
3,9246344,crowd
3,413321,crowd
3,226206347,crowd
3,226058893,crowd
3,7964302,crowd
3,198394510,crowd
3,158069392,crowd
3,13379218,crowd
3,136264352,crowd
3,7984807,crowd
3,209843887,crowd
3,224808631,crowd
3,13533889,crowd
3,186137286,crowd
3,216963792,crowd
3,164229842,crowd
3,183381715,crowd
3,60613332,crowd
3,193563349,crowd
3,209378020,crowd
3,6595301,crowd
3,214482662,crowd
3,185874155,crowd
3,228677357,crowd
3,228848370,crowd
3,173228792,crowd
3,30753532,crowd
3,119562002,crowd
3,166085402,crowd
3,13815593,crowd
3,13125423,crowd
3,6841143,crowd
3,196792121,crowd
3,105594682,crowd
3,112175942,crowd
3,106022732,crowd
3,189613918,crowd
3,11114354,crowd
3,224506741,crowd
3,93868922,crowd
3,137821062,crowd
3,233754508,crowd
3,189397906,crowd
3,91021212,crowd
3,74011552,crowd
3,201161632,crowd
3,221735839,crowd
3,226111392,crowd
3,234595237,crowd
3,6042535,crowd
3,4128698,crowd
3,130952122,crowd
3,230694847,crowd
3,232869824,crowd
3,19658701,crowd
3,121615312,crowd
3,224399317,crowd
3,214844397,crowd
3,11901946,crowd
3,111622142,crowd
3,213745765,people
3,197928971,people
3,11863051,people
3,184231948,people
3,92069902,people
3,183847951,people
3,105281552,people
3,205708300,people
3,209074193,people
3,201314326,people
3,200526872,people
3,221789220,people
3,220484652,people
3,210934831,people
3,35074102,people
3,24446012,people
3,225240127,people
3,10261574,people
3,195158087,people
3,185909326,people
3,201390176,people
3,227700839,people
3,198396008,people
3,211709033,people
3,215523433,people
3,12896366,people
3,210080880,people
3,212933746,people
3,13985911,people
3,205305981,people
3,198097027,people
3,207006853,people
3,194290824,people
3,192364686,people
3,236261522,people
3,19452051,people
3,13724820,people
3,219048088,people
3,221314205,people
3,212623518,people
3,214769824,people
3,214184103,people
3,160278702,people
3,76402872,people
3,187749564,people
3,192229571,people
3,201336011,people
3,216459467,people
3,207762638,people
3,202656982,people
3,219747546,people
3,213445859,people
3,197731563,people
3,230942958,people
3,4801776,people
3,233679088,people
3,201454843,people
3,185489661,people
3,217228541,people
3,195435788,people
3,231331086,people
3,54215962,people
3,215840029,people
3,222348578,people
3,15519011,people
3,6770985,people
3,219288875,people
3,185565488,people
3,205993266,people
3,203314488,people
3,3914044,people
3,222831936,people
3,215738689,people
3,231313741,people
3,217865556,people
3,32741722,people
3,216750436,people
3,206096745,people
3,187174255,people
3,213405039,people
3,195523953,people
3,207502711,people
3,211053955,people
3,3190152,people
3,220850569,people
3,55696782,people
3,227473810,people
3,229691807,people
3,231316897,people
3,217723299,people
3,191112612,people
3,128294312,people
3,182121902,people
3,87567792,people
3,210754994,people
3,224243134,people
4,195657825,influencer
4,14670871,crowd
4,81247262,crowd
4,225795116,crowd
4,194923584,crowd
4,193256517,crowd
4,182873170,crowd
4,22535251,crowd
4,198233173,crowd
4,204655705,crowd
4,205233254,crowd
4,228998249,crowd
4,14486634,crowd
4,104160362,crowd
4,231320697,crowd
4,134601852,crowd
4,206261374,crowd
4,208813186,crowd
4,220028036,crowd
4,146791582,crowd
4,128674982,crowd
4,14687401,crowd
4,183528621,crowd
4,7670958,crowd
4,192867505,crowd
4,198548663,crowd
4,192404675,crowd
4,202566856,crowd
4,15359191,crowd
4,197901531,crowd
4,209775846,crowd
4,232746220,crowd
4,6515953,crowd
4,192863475,crowd
4,8813813,crowd
4,200043768,crowd
4,156626172,crowd
4,83381502,crowd
4,53566722,crowd
4,8346884,crowd
4,60857612,crowd
4,206843171,crowd
4,206400804,crowd
4,228125989,crowd
4,206900520,crowd
4,163802412,crowd
4,206286130,crowd
4,223333685,crowd
4,113528122,crowd
4,210058571,crowd
4,12266827,crowd
4,49724752,crowd
4,196386128,crowd
4,93060442,crowd
4,138128732,crowd
4,44903772,crowd
4,197541214,crowd
4,206159203,crowd
4,204184942,crowd
4,62106992,crowd
4,215952752,crowd
4,5655924,crowd
4,107126142,crowd
4,94461312,crowd
4,13962628,crowd
4,196271495,crowd
4,167296392,crowd
4,193752457,crowd
4,195390861,crowd
4,138382742,crowd
4,184704407,crowd
4,10026392,crowd
4,12258718,crowd
4,231812516,crowd
4,203836837,crowd
4,190672293,crowd
4,195145131,crowd
4,228625838,crowd
4,206179761,crowd
4,210931124,crowd
4,13991355,crowd
4,150289852,crowd
4,221838783,crowd
4,191765963,crowd
4,59162062,crowd
4,184999379,crowd
4,100343252,crowd
4,163565012,crowd
4,230837722,crowd
4,211840475,crowd
4,146451932,crowd
4,207023582,crowd
4,201948638,crowd
4,198385125,crowd
4,207908326,crowd
4,200695272,crowd
4,114757102,crowd
4,30854652,crowd
4,208625151,crowd
4,237567497,crowd
4,59264522,crowd
4,184626697,crowd
4,221998611,crowd
4,11247133,crowd
4,221191725,crowd
4,5652014,crowd
4,224386605,crowd
4,223055408,crowd
4,181292592,crowd
4,188857906,crowd
4,200625715,crowd
4,205270580,crowd
4,231054908,crowd
4,189718080,crowd
4,3612228,crowd
4,205233737,crowd
4,14229085,crowd
4,191233632,crowd
4,196669034,crowd
4,207240812,crowd
4,65072762,crowd
4,217714304,crowd
4,197598849,crowd
4,184012417,crowd
4,136097412,crowd
4,211086982,crowd
4,230669960,crowd
4,11808392,crowd
4,194875027,crowd
4,198385300,crowd
4,185790102,crowd
4,84201112,crowd
4,213073561,crowd
4,200498845,crowd
4,183799454,crowd
4,188649123,crowd
4,206835363,crowd
4,229519013,crowd
4,120147622,crowd
4,59465382,crowd
4,226393774,crowd
4,144256692,crowd
4,191159999,crowd
4,14225093,crowd
4,212623048,crowd
4,16019151,crowd
4,113798872,crowd
4,194338521,crowd
4,186187494,crowd
4,220225255,crowd
4,51490542,crowd
4,103288562,crowd
4,188567282,crowd
4,10743543,crowd
4,9219838,crowd
4,200052480,crowd
4,158002952,crowd
4,4353803,crowd
4,214241035,crowd
4,199499533,crowd
4,205913902,crowd
4,187273009,crowd
4,220843827,crowd
4,108670772,crowd
4,208174900,crowd
4,184991548,crowd
4,198205248,crowd
4,187256640,crowd
4,43712322,crowd
4,78520132,crowd
4,186904388,crowd
4,189685577,crowd
4,203468630,crowd
4,18943841,crowd
4,205496163,crowd
4,203730789,crowd
4,8785766,crowd
4,192229223,crowd
4,197234536,crowd
4,188100470,crowd
4,49397622,crowd
4,6057849,crowd
4,149172092,crowd
4,175300482,crowd
4,3436418,crowd
4,196095880,crowd
4,208965513,crowd
4,208015243,crowd
4,158465932,crowd
4,54914962,crowd
4,225509283,crowd
4,185409444,crowd
4,156270502,crowd
4,192032680,crowd
4,130158522,crowd
4,188190655,crowd
4,230285247,crowd
4,230969285,crowd
4,225226693,crowd
4,200548296,crowd
4,188530638,crowd
4,227524561,crowd
4,188010474,crowd
4,216489965,crowd
4,6758382,crowd
4,11149295,crowd
4,202424309,crowd
4,233426938,crowd
4,209453152,influencer
4,128991232,crowd
4,146040842,crowd
4,188194830,crowd
4,226779164,crowd
4,137420832,crowd
4,140965932,crowd
4,211365934,crowd
4,201822256,crowd
4,98742322,crowd
4,20238391,crowd
4,199290936,crowd
4,215619639,crowd
4,13547579,crowd
4,199602237,crowd
4,14532681,crowd
4,188297294,crowd
4,21563471,crowd
4,156086352,crowd
4,187254868,crowd
4,38506582,crowd
4,56997982,crowd
4,9105503,crowd
4,221423715,crowd
4,7485542,crowd
4,148211832,crowd
4,12505220,crowd
4,190939281,crowd
4,81924252,crowd
4,95860892,crowd
4,187639969,crowd
4,2179235,crowd
4,198066340,crowd
4,129122472,crowd
4,12925101,crowd
4,202119345,crowd
4,207370422,crowd
4,191758521,crowd
4,82284732,crowd
4,29532352,crowd
4,10758349,crowd
4,216723661,crowd
4,43573462,crowd
4,203055322,crowd
4,220555487,crowd
4,174031072,crowd
4,210137314,crowd
4,33155302,crowd
4,14051566,crowd
4,224954611,crowd
4,159654132,crowd
4,1962233,crowd
4,189401341,crowd
4,208840957,crowd
4,208066820,crowd
4,217663750,crowd
4,10066189,crowd
4,208083240,crowd
4,187572521,crowd
4,209099058,crowd
4,6961459,crowd
4,210807107,crowd
4,203192644,crowd
4,188348741,crowd
4,198117708,crowd
4,109089102,crowd
4,185532751,crowd
4,8921426,crowd
4,191512916,crowd
4,37118292,crowd
4,213901653,crowd
4,174057822,crowd
4,191220068,crowd
4,45298022,crowd
4,13678954,crowd
4,7559534,crowd
4,15284591,crowd
4,215179635,crowd
4,194742643,crowd
4,191621498,crowd
4,211190144,crowd
4,5173635,crowd
4,28608902,crowd
4,93983122,crowd
4,207499677,crowd
4,228370847,crowd
4,41855402,crowd
4,146112942,crowd
4,210649524,crowd
4,635319,crowd
4,13273531,crowd
4,5579198,crowd
4,220297664,crowd
4,8079808,crowd
4,71424452,crowd
4,150907332,crowd
4,6603223,crowd
4,208253400,crowd
4,10553819,crowd
4,229693920,crowd
4,209660386,crowd
4,190761456,crowd
4,130988532,crowd
4,205535742,crowd
4,13687304,crowd
4,226310667,crowd
4,64455192,crowd
4,226128410,crowd
4,207583772,crowd
4,32809502,crowd
4,224336417,crowd
4,195951151,crowd
4,125274672,crowd
4,53516852,crowd
4,211006026,crowd
4,233859668,crowd
4,110832222,crowd
4,137261662,crowd
4,195301990,crowd
4,212243049,crowd
4,179884652,crowd
4,227414637,crowd
4,222288505,crowd
4,212054650,crowd
4,177009282,crowd
4,209447556,crowd
4,229831302,crowd
4,85715592,crowd
4,13582987,crowd
4,11416204,crowd
4,184586892,crowd
4,200790668,crowd
4,8473236,crowd
4,201800343,crowd
4,33198752,crowd
4,121705122,crowd
4,195574437,crowd
4,4602540,crowd
4,57041582,crowd
4,181531312,crowd
4,183556787,crowd
4,9702068,crowd
4,44927672,crowd
4,228682424,crowd
4,223312572,crowd
4,196725445,crowd
4,58950342,crowd
4,207563463,crowd
4,12229328,crowd
4,109826772,crowd
4,195654361,crowd
4,9745115,crowd
4,13501170,crowd
4,161561332,crowd
4,205257465,crowd
4,137411322,crowd
4,33628922,crowd
4,207788795,crowd
4,203281152,crowd
4,227480320,crowd
4,209216260,crowd
4,12757769,crowd
4,99924752,crowd
4,40221462,crowd
4,213568281,crowd
4,200735518,crowd
4,223910698,crowd
4,41954092,crowd
4,212038445,crowd
4,198380339,crowd
4,6765365,crowd
4,11221820,crowd
4,149975872,crowd
4,226437965,crowd
4,222712658,crowd
4,9278294,crowd
4,223738717,crowd
4,223646557,crowd
4,47618912,crowd
4,216267622,crowd
4,210561896,crowd
4,227869544,crowd
4,10234731,crowd
4,207401844,crowd
4,131523452,crowd
4,192033663,crowd
4,119628682,crowd
4,98198412,crowd
4,189633429,crowd
4,216955806,crowd
4,33659822,crowd
4,202787758,crowd
4,13702065,crowd
4,216421300,crowd
4,233675700,crowd
4,14390209,crowd
4,190026711,crowd
4,229188569,crowd
4,208350173,crowd
4,51485662,crowd
4,229692381,crowd
4,4088809,crowd
4,38591482,crowd
4,208176128,crowd
4,140274692,crowd
4,193248264,crowd
4,91626512,crowd
4,198188049,crowd
4,111592472,crowd
4,190147610,crowd
4,213568542,crowd
4,204524586,crowd
4,7726130,crowd
4,3380276,crowd
4,205704257,crowd
4,154920002,crowd
4,14160964,crowd
4,124310602,crowd
4,81970252,crowd
4,206296158,crowd
4,9340001,crowd
4,126323812,crowd
4,185422955,crowd
4,184792175,crowd
4,201774191,crowd
4,10083446,crowd
4,72379512,crowd
4,100099192,crowd
4,59892862,crowd
4,221385858,crowd
4,215876742,crowd
4,216034438,crowd
4,205677713,crowd
4,198067348,crowd
4,83029142,crowd
4,183223448,crowd
4,192965786,crowd
4,49743012,crowd
4,13667508,crowd
4,229717183,crowd
4,183297218,crowd
4,207287492,crowd
4,209407174,crowd
4,45178062,crowd
4,213200089,crowd
4,81196252,crowd
4,185591004,crowd
4,189574367,crowd
4,35218662,crowd
4,212577516,crowd
4,58756332,crowd
4,5985520,crowd
4,195757297,crowd
4,235689203,crowd
4,82238712,crowd
4,218975482,crowd
4,103496962,crowd
4,152786182,crowd
4,46486792,crowd
4,220902665,crowd
4,225555724,crowd
4,115037452,crowd
4,207265038,crowd
4,161041682,crowd
4,191966482,crowd
4,220867862,crowd
4,3710232,crowd
4,188527897,crowd
4,190717209,crowd
4,182574366,crowd
4,205874466,crowd
4,53695782,crowd
4,190055719,crowd
4,10716469,crowd
4,43871542,crowd
4,188671296,crowd
4,221259073,crowd
4,212770120,crowd
4,218062154,crowd
4,58619242,crowd
4,28245362,crowd
4,14173571,crowd
4,211363204,crowd
4,11462026,crowd
4,202597783,crowd
4,207420826,crowd
4,3614107,crowd
4,212108700,crowd
4,11742625,crowd
4,197066151,crowd
4,35235252,crowd
4,9831878,crowd
4,8979910,crowd
4,10743245,crowd
4,140103122,crowd
4,96869842,crowd
4,113362402,crowd
4,9999847,crowd
4,118484462,crowd
4,216780271,crowd
4,8809972,crowd
4,216927741,crowd
4,205954558,crowd
4,11107841,crowd
4,210818574,crowd
4,113655312,crowd
4,208352792,crowd
4,10055195,crowd
4,224165408,crowd
4,208188965,crowd
4,208389674,crowd
4,229418539,crowd
4,9043499,crowd
4,208125485,crowd
4,182763054,crowd
4,58682932,crowd
4,225949237,crowd
4,209432118,crowd
4,206624315,crowd
4,195288637,crowd
4,206282306,crowd
4,223348295,crowd
4,211621454,crowd
4,2573903,crowd
4,216186447,crowd
4,199104094,crowd
4,41473632,crowd
4,34633322,crowd
4,211377778,crowd
4,104091252,crowd
4,70403712,crowd
4,233387655,crowd
4,179019412,crowd
4,183015093,crowd
4,198399671,crowd
4,9475768,crowd
4,187025081,crowd
4,9422523,crowd
4,17319611,crowd
4,219764412,crowd
4,4720318,crowd
4,204097214,crowd
4,227530431,crowd
4,188589763,crowd
4,209360581,crowd
4,32671432,crowd
4,50452172,crowd
4,74272472,crowd
4,161847002,crowd
4,62662372,crowd
4,9455335,crowd
4,217476844,crowd
4,211400429,crowd
4,10514162,crowd
4,10878718,crowd
4,189431560,crowd
4,28294922,crowd
4,6055703,crowd
4,177731352,crowd
4,202919711,crowd
4,221724454,crowd
4,204318533,crowd
4,31901512,crowd
4,1726285,crowd
4,221830992,crowd
4,72367952,crowd
4,13614935,crowd
4,11173720,crowd
4,224483168,crowd
4,221437801,crowd
4,186247021,crowd
4,190076793,crowd
4,183119747,crowd
4,5166997,crowd
4,211611544,crowd
4,110905242,crowd
4,5838751,crowd
4,198309808,crowd
4,214323124,crowd
4,13260727,crowd
4,137230272,crowd
4,238696387,crowd
4,192419782,crowd
4,216092618,crowd
4,45002702,crowd
4,206280668,crowd
4,237311969,crowd
4,187496418,crowd
4,8869875,crowd
4,226897907,crowd
4,196614133,crowd
4,195569654,crowd
4,217679870,crowd
4,228655199,influencer
4,210011139,crowd
4,213008387,crowd
4,13018119,crowd
4,30936082,crowd
4,26706942,crowd
4,227805212,crowd
4,172136492,crowd
4,205502516,crowd
4,206590005,crowd
4,149104712,crowd
4,3834957,crowd
4,53054542,crowd
4,53452882,crowd
4,21489751,crowd
4,93765722,crowd
4,184029284,crowd
4,100333672,crowd
4,14631019,crowd
4,202105967,crowd
4,97593462,crowd
4,10575998,crowd
4,4695167,crowd
4,48947332,crowd
4,224332940,crowd
4,188179597,crowd
4,106513552,crowd
4,7631008,crowd
4,189350049,crowd
4,197068964,crowd
4,188534952,crowd
4,185881770,crowd
4,7599276,crowd
4,155052242,crowd
4,185407708,crowd
4,205196518,crowd
4,207298792,crowd
4,208853225,crowd
4,190211306,crowd
4,185439469,crowd
4,178011382,crowd
4,197934327,crowd
4,66358532,crowd
4,201497860,crowd
4,9611536,crowd
4,207293721,crowd
4,11778333,crowd
4,20531501,crowd
4,198499631,crowd
4,207854895,crowd
4,195896627,crowd
4,190896444,crowd
4,205576520,crowd
4,16136521,crowd
4,184530249,crowd
4,213226825,crowd
4,229030228,crowd
4,205933914,crowd
4,223569254,crowd
4,199930215,crowd
4,227770731,crowd
4,182531437,crowd
4,194629997,crowd
4,150039922,crowd
4,206922099,crowd
4,73959802,crowd
4,7227770,crowd
4,185576827,crowd
4,189671808,crowd
4,83808642,crowd
4,214078851,crowd
4,190044564,crowd
4,203912599,crowd
4,13587871,crowd
4,218064297,crowd
4,144590252,crowd
4,12098992,crowd
4,25185712,crowd
4,185471408,crowd
4,227981745,crowd
4,182997429,crowd
4,61238712,crowd
4,6779322,crowd
4,198894011,crowd
4,101674432,crowd
4,59738562,crowd
4,14621123,crowd
4,219462083,crowd
4,230279623,crowd
4,123283912,crowd
4,213028297,crowd
4,183783884,crowd
4,220831181,crowd
4,28045782,crowd
4,192668123,crowd
4,12394991,crowd
4,211479025,crowd
4,215293429,crowd
4,201647608,crowd
4,202684920,crowd
4,189837818,crowd
4,198733304,crowd
4,229115387,crowd
4,14105085,crowd
4,63998462,crowd
4,14607883,crowd
4,186378767,crowd
4,59475472,crowd
4,57803282,crowd
4,8403475,crowd
4,9124374,crowd
4,220768796,crowd
4,14415392,crowd
4,218470947,crowd
4,182751789,crowd
4,29493812,crowd
4,161786432,crowd
4,214146636,crowd
4,216018514,crowd
